row_id,group,series,char,relation_in_shuowen,shuowen_gloss,shuowen_id,daxu_fanqie,guangyun_position,guangyun_fanqie,mc_bs2014,mc_match_method,mc_confidence,guangyun_all_readings,oc_bs2014,oc_status,oc_zhengzhang,oc_zz_status,duan_rhyme_group,series_head_rhyme_group,duan_semantic_remarks,duan_loan_extension_remarks,claimed_core,claimed_core_source,code_core,alt_core,code_alt_core,coder,coder_note,flags,src_gloss,src_duan,src_mc,duan_full_notes
311,control,方,䲱,聲,澤虞也。从鳥方聲。,2382,分兩切,,,,none,none,,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",X,,,"Claude (first pass, unverified)",鸟名,mc_none;proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,釋鳥。鶭、澤虞。釋文。鶭本或作鴋。說文作䲱。郭云。今婟澤鳥。常在澤中。有象主守之官。按此釋澤虞之意。謂若周禮之澤虞也。楊雄云。䲩鳩或謂之鶭鸅。葢尸鳩之一名耳。孫氏乃援以注爾雅之鴋澤虞。不知其𣃔句本異。 ‖ 分㒳切。十部。此不得牽合鷝鴋。
312,control,方,放,聲,逐也。从攴方聲。凡放之屬皆从放。,2503,甫妄切,幫三C陽去,甫妄,pjangH,identical_fanqie,high,幫三C陽上 分网切 pjangX | 幫三C陽去 甫妄切 pjangH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,甫妄切。十部。
313,control,方,肪,聲,𦘺也。从肉方聲。,2604,甫良切,幫三C陽平,府良,pjang,initial+rhyme+tone,high,並三C陽平 符方切 bjang | 幫三C陽平 府良切 pjang,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,肥亦當作脂。王逸正部論說玉符曰。白如豬肪。通俗文曰。脂在腰曰肪。此假在人者以名物也。 ‖ 甫良切。十部。
314,control,方,枋,聲,木。可作車。从木方聲。,3488,府良切,幫三C陽平,府良,pjang,identical_fanqie,high,幫三C陽平 府良切 pjang,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",X,,,"Claude (first pass, unverified)",木名,proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,禮、周官皆以枋爲柄。古音方聲丙聲同在十部也。 ‖ 府良切。十部。
315,control,方,邡,聲,什邡，廣漢縣。从邑方聲。,4087,府良切,幫三C陽平,府良,pjang,identical_fanqie,high,幫三C陽平 府良切 pjang | 滂三C陽去 敷亮切 phjangH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",X,,,"Claude (first pass, unverified)",县名,proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,逗。 ‖ 汁各本作什。非。今正。應劭注地理志曰。汁音十。如淳注功臣表曰。汁音什。漢王君平鄉道碑曰。汁邡王卿。是則漢時此縣名作汁字。凡作什者、以其音改之也。廣漢郡汁邡、二志同。今四川成都府什邡縣是也。 ‖ 府良切。十部。
316,control,方,昉,聲,明也。从日方聲。,4243,分兩切,幫三C陽上,分网,pjangX,initial+rhyme+tone,high,幫三C陽上 分网切 pjangX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,duan_rhyme_missing,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,
317,control,方,仿,聲,相似也。从人方聲。,4996,妃罔切,滂三C陽上,妃兩,phjangX,initial+rhyme+tone,high,滂三C陽上 妃兩切 phjangX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",E,,,"Claude (first pass, unverified)",相似，比并,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,逗。 ‖ 句。 ‖ 仿佛、雙聲疊字也。各本皆改竄。非舊。今依甘泉賦、景福殿賦李注所引訂。諟卽諦。言部曰。審也。長門賦注、海賦注亦作諟。古是聲帝聲同在十六部。故以諟爲諦。仿佛或作㑂佛。或作髣髴。或作拂㧍。或作放𢘍。俗作彷彿。仿或又作𩬝。 ‖ 怒罔切。十部。 ‖ 丙聲。古音丙聲在十部。此與周禮柄亦作枋同。
318,control,方,舫,聲,船師也。《明堂月令》曰“舫人”。習水者。从舟方聲。,5421,甫妄切,幫三C陽去,甫妄,pjangH,identical_fanqie,high,幫三C陽去 甫妄切 pjangH | 幫一唐去 補曠切 pangH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",E,,,"Claude (first pass, unverified)","船师；尔雅""舫""训併船，推理",,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,各本作船師也。今依韵會所據本。舫衹訓船。舫人乃訓習水者。觀張揖之訓榜人、可得其理矣。篇、韵皆曰。並兩船。是認船爲方也。舫行而方之本義廢矣。舫之本義亦廢矣。爾雅釋言曰。舫、舟也。其字作舫不誤。又曰。舫、泭也。其字當作方。俗本作舫。釋水。大夫方舟。亦或作舫。則與毛詩方泭也不相應。愚嘗謂爾雅一書多俗字。與古經不相應。由習之者多率肊改之也。 ‖ 二字舊奪。今補。 ‖ 張揖所謂船長。杜詩所長年。吳都賦曰。㰏工楫師。𨕖自閩禺。 ‖ 甫𡚶切。十部。
319,control,方,魴,聲,赤尾魚。从魚方聲。,7566,符方切,並三C陽平,符方,bjang,identical_fanqie,high,並三C陽平 符方切 bjang,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",X,,,"Claude (first pass, unverified)",鱼名,proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,周南曰。魴魚赬尾。釋魚曰。魴、魾。傳曰。魚勞則尾赤。按此傳當有魴魚也三字。以魴勞赤尾興如𤈦。非謂魴必赬尾也。左傳。如魚竀尾。衡流而方羊。亦謂其困頓。許以赤尾魚釋魴。殆失之。魴卽鯿魚也。許列字亦二篆相比近。而不言爲一。 ‖ 符方切。十部。 ‖ 此依小徐及玉篇。
320,control,方,房,聲,室在㫄也。从戶方聲。,7685,符方切,並三C陽平,符方,bjang,identical_fanqie,high,並三C陽平 符方切 bjang | 並一唐平 步光切 bang,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,引申之俎亦有房,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",Y,,,"Claude (first pass, unverified)",室在旁,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,凡堂之內、中爲正室。左右爲房。所謂東房西房也。引申之俎亦有房。 ‖ 焦氏循曰。房必有戶以𨔶於堂。又必有戶以𨔶於東夾西夾。又必有戶以𨔶於北堂。 ‖ 符方切。十部。
321,control,方,妨,聲,害也。从女方聲。,8241,𢾭方切,滂三C陽平,敷方,phjang,rhyme+tone_only,low,滂三C陽平 敷方切 phjang | 滂三C陽去 敷亮切 phjangH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,mc_low,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,害者、傷也。 ‖ 敷方切。十部。亦去聲。
322,control,方,瓬,聲,周家搏埴之工也。从瓦方聲。讀若㧚破之㧚。,8410,分兩切,幫三C陽上,分网,pjangX,initial+rhyme+tone,high,幫三C陽上 分网切 pjangX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,搏之言拍也 / 故鄭以之言通之,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,搏作摶者誤。今正。考工記曰。搏埴之工陶瓬。鄭曰。搏之言拍也。埴、黏土也。按手部搏、索持也。拍、拊也。是搏之本義不訓拍。故鄭以之言通之。 ‖ 分兩切。十部。 ‖ 㧚不成字。轉寫譌舛。考工記注。大鄭讀爲甫始之甫。後鄭讀如放於此乎之放。許云方聲、則讀同後鄭放於此乎。今公羊放作昉。
323,control,方,紡,聲,網絲也。从糸方聲。,8503,妃兩切,滂三C陽上,妃兩,phjangX,identical_fanqie,high,滂三C陽上 妃兩切 phjangX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,紡各本作網。不可通。唐本作拗。尤誤。今定爲紡絲也三字句。乃今人常語耳。凡不必以他字爲訓者、其例如此。絲之紡、猶布縷之績緝也。左傳。莒婦人紡焉以度而去之。葢緝布縷爲繩、亦用紡名也。晉語。執而紡於廷之槐。亦謂以紡縷繩縛之也。聘禮。賓裼迎大夫。賄用束紡。鄭曰。紡、紡絲爲之。今之縳也。縳見下文。白鮮支也。據此、是紡絲專用作絹也。 ‖ 妃㒳切。十部。
324,control,方,坊,聲,邑里之名。从土方聲。古通用埅。,9117,府良切,幫三C陽平,府良,pjang,identical_fanqie,high,並三C陽平 符方切 bjang | 幫三C陽平 府良切 pjang,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,十部,,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,duan_rhyme_missing,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,
325,control,方,鈁,聲,方鐘也。从金方聲。,9341,府良切,幫三C陽平,府良,pjang,identical_fanqie,high,幫三C陽平 府良切 pjang,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,形聲包會意,,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",方钟，方形义非并义,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,廣韵曰。鑊屬。今義也。 ‖ 形聲包會意。府良切。十部。
326,control,方,防,聲,隄也。从𨸏方聲。,9609,符方切,並三C陽平,符方,bjang,identical_fanqie,high,並三C陽平 符方切 bjang | 並三C陽去 符況切 bjangH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十部,十部,,引申爲凡備禦之偁,并、两旁,"对照组：取声符本义""併船也""，传统右文文献未见以方声为右文",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,周禮稻人曰。以防止水。注云。偃豬者、畜流水之陂也。防者、豬旁隄也。引申爲凡備禦之偁。禮記鄭目錄云。名曰坊記者、以其記六藝之義。所以坊人之失者也。防之俗作坊。 ‖ 符方切。十部。 ‖ 俗字所由作坊也。俗又以坊爲邑里之名。
327,control,古,古,phonetic_head,故也。从十、口。識前言者也。凡古之屬皆从古。,1457,公戶切,見一模上,公戶,kuX,identical_fanqie,high,見一模上 公戶切 kuX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,,久远、旧,"对照组：取声符本义""故也""",H,,,"Claude (first pass, unverified)",故也,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,邶風、大雅毛傳曰。古、故也。攵部曰。故、使爲之也。按故者、凡事之所以然。而所以然皆備於古。故曰古、故也。逸周書。天爲古。地爲久。鄭注尚書稽古爲同天。 ‖ 識前言者口也。至於十則展轉因襲。是爲自古在昔矣。公戸切。五部。
328,control,古,苦,聲,大苦，苓也。从艸古聲。,323,康杜切,溪一模上,康杜,khuX,identical_fanqie,high,溪一模上 康杜切 khuX | 溪一模去 苦故切 khuH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,凡令聲皆在十二部 / 凡霝聲皆在十一部,引伸爲勞苦,久远、旧,"对照组：取声符本义""故也""",X,,,"Claude (first pass, unverified)",草名,proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,逗。 ‖ 見邶風、唐風毛傳。釋艸苓作蘦。孫炎注云。今甘艸也。按說文苷字解云甘艸矣。倘甘艸又名大苦、又名苓。則何以不類列而割分異處乎。且此云大苦、苓也。中隔百數十字又出蘦篆云大苦也。此苓必改爲蘦而後畫一。卽畫一之。又何以不類列也。攷周時音韵。凡令聲皆在十二部。今之眞臻先也。凡霝聲皆在十一部。今之庚耕淸靑也。𥳑兮、苓與榛人韵。采苓、苓與顚韵。倘改作蘦則爲合音而非本韵。然則釋艸作蘦、不若毛詩爲善。許君𣃔非於苦下襲毛詩。於蘦下襲爾雅。劃分兩處。前後不相顧也。後文蘦篆必淺人據爾雅妄增。而此大苦苓也固不誤。然則大苦卽卷耳與。曰非也。毛傳、爾雅皆云卷耳、苓耳。說文苓篆下必當云苓耳、逗卷耳也。今本必淺人刪其苓耳字。卷耳自名苓耳。非名苓。凡合二字爲名者、不可刪其一字以同於他物。如單云蘭非芄蘭、單云葵非鳧葵是也。此大苦𣃔非苓耳。而苦篆苓篆不類廁、又其證也。然則大苦何物。曰沈括筆談云。爾雅蘦大苦注云。蔓延生。葉似荷靑。莖赤。此乃黃藥也。其味極苦。謂之大苦。郭云甘草。非也。甘草枝葉全不同。苦爲五味之一。引伸爲勞苦。 ‖ 康杜切。五部。
329,control,古,詁,聲,訓故言也。从言古聲。《詩》曰詁訓。,1529,公戶切,見一模上,公戶,kuX,identical_fanqie,high,見一模上 公戶切 kuX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,,久远、旧,"对照组：取声符本义""故也""",Y,,,"Claude (first pass, unverified)",训故言,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,故言者、舊言也。十口所識前言也。訓者、說教也。訓故言者、說釋故言以教人是之謂詁。分之則如爾雅析故訓言爲三。三而實一也。漢人傳注多偁故者、故卽詁也。毛詩云故訓傳者、故訓猶故言也。謂取故言爲傳也。取故言爲傳、是亦詁也。賈誼爲左氏傳訓故。訓故者、順釋其故言也。 ‖ 公戸切。五部。 ‖ 此句或謂卽大雅古訓是式。或謂卽毛公詁訓傳。皆非是。按釋文於抑、告之話言下云。戸快反。說文作詁。則此四字當爲詩曰告之詁言六字無疑。毛傳曰。詁言古之善言也。以古釋詁正同許以故釋詁。陸氏所見說文未誤也。自有淺人見詩無告之詁言。因改爲詩曰詁訓。不成語耳。
330,control,古,𩱍,聲,䭈也。从𩰲古聲。,1862,戶吳切,,,,none,none,,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,,久远、旧,"对照组：取声符本义""故也""",N,,,"Claude (first pass, unverified)",,mc_none,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,釋言。餬、饘也。當作此字。今江蘇俗粉米麥爲粥曰餬。 ‖ 戸吳切。五部。
331,control,古,故,聲,使爲之也。从攴古聲。,1997,古慕切,見一模去,古暮,kuH,initial+rhyme+tone,high,見一模去 古暮切 kuH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,取使之之意,引伸之爲故舊,久远、旧,"对照组：取声符本义""故也""",E,,,"Claude (first pass, unverified)",使为之；旧义后起,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,今俗云原故是也。凡爲之必有使之者。使之而爲之則成故事矣。引伸之爲故舊。故曰古、故也。墨子經上曰。故、所得而後成也。許本之。 ‖ 取使之之意。 ‖ 古慕切。五部。
332,control,古,鴣,聲,鷓鴣也。从鳥古聲。,2475,古乎切,見一模平,古胡,ku,initial+rhyme+tone,high,見一模平 古胡切 ku,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,五部,,,久远、旧,"对照组：取声符本义""故也""",X,,,"Claude (first pass, unverified)",鸟名,duan_rhyme_missing;proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,
333,control,古,𠭖,聲,進取也。从𠬪古聲。,2514,古覽切,見開一談上,古覽,kamX,identical_fanqie,high,見開一談上 古覽切 kamX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,五部,,,久远、旧,"对照组：取声符本义""故也""",N,,,"Claude (first pass, unverified)",,duan_rhyme_missing,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,猶从手也。 ‖ 古聲在五部。敢在八部。此於雙聲合韵求之。古覽切。 ‖ 彐葢亦爪也。冃音冒。用爪用殳冒而前也。今字作敢。𣪏之𥻳變。 ‖ 文九重三
334,control,古,㱠,聲,枯也。从歺古聲。,2550,苦孤切,溪一模平,苦胡,khu,initial+rhyme+tone,high,溪一模平 苦胡切 khu,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,,久远、旧,"对照组：取声符本义""故也""",E,,,"Claude (first pass, unverified)",枯，久而枯，推理,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,周禮。殺王之親者辜之。注。辜之也枯也。謂磔之。桀部曰。磔、辜也。按㱠同辜。磔也。玉篇曰。？、古文辜字。 ‖ 苦孤切。五部。
335,control,古,胡,聲,牛𩔞垂也。从肉古聲。,2667,戶孤切,匣一模平,戶吳,hu,initial+rhyme+tone,high,匣一模平 戶吳切 hu,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,引伸之凡物皆曰胡,久远、旧,"对照组：取声符本义""故也""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,玄應、司馬貞引皆作牛領。按此言？以包頸也。？、頤也。牛自頤至頸下垂肥者也。引伸之凡物皆曰胡。如老狼有胡、鴺胡、龍垂胡䫇是也。胡與矦音轉冣近。故周禮立當前矦注曰。車轅前胡下垂柱地者。經傳胡矦遐皆訓何。士冠禮。永受胡福。鄭曰。胡猶遐也。毛傳。胡、壽也。謚法。彌年壽考曰胡。𠈃民耆艾曰胡。皆謂壽命遐遠。 ‖ 戸孤切。五部。
336,control,古,䀇,聲,器也。从皿从缶，古聲。,3129,公戶切,,,,none,none,,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,,久远、旧,"对照组：取声符本义""故也""",N,,,"Claude (first pass, unverified)",,mc_none,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,公戸切。五部。
337,control,古,枯,聲,槀也。从木古聲。《夏書》曰：“唯箘輅枯。”木名也。,3588,苦孤切,溪一模平,苦胡,khu,initial+rhyme+tone,high,溪一模平 苦胡切 khu,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,或謂枯乃楛之假借,久远、旧,"对照组：取声符本义""故也""",E,,,"Claude (first pass, unverified)",槀，推理,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,苦孤切。五部。 ‖ 禹貢文。今尙書作惟箘簵楛。按惟作唯。轉寫誤也。輅當依竹部引書作簬。楛作枯、則許所據古文尙書如是。竹部引書作楛。非也。 ‖ 逗。各本無此字。今補。 ‖ 此釋書之枯非枯槀之義。如引堲讒說、而又釋堲。引曰圛、而又釋圛。引布重𤊾席、而又釋𤊾。皆非堲、圛、𤊾本義。必別釋以曉人也。木名、未審何木。周易大過之枯。鄭音姑。謂無姑山榆。周禮壺𣵠氏。杜子春讀橭爲枯。云枯榆、木名。疑當是枯榆也。而馬云可以爲箭。或謂枯乃楛之假借。未知其審。考工記注引尙書箘簵枯。音義曰。枯、尙書作楛。鄉射禮注引國語肅愼貢矢。音義曰。枯、字又作楛。然則鄭所據尚書、國語皆作枯。與許所據合也。
338,control,古,固,聲,四塞也。从囗古聲。,3911,古慕切,見一模去,古暮,kuH,initial+rhyme+tone,high,見一模去 古暮切 kuH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,卽故之假借字也,久远、旧,"对照组：取声符本义""故也""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,四塞者無罅漏之謂。周禮夏官掌固注云。固、國所依阻者也。國曰固。野曰險。按凡堅牢曰固。又事之已然者曰固。卽故之假借字也。漢官掌故、唐官多作掌固。 ‖ 古慕切。五部。
339,control,古,𪏻,聲,黏也。从黍古聲。,4448,戶吳切,匣一模平,戶吳,hu,identical_fanqie,high,匣一模平 戶吳切 hu,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,五部,五部,,,久远、旧,"对照组：取声符本义""故也""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,戶吳切。五部。俗作糊。
